Data;Loja;Região;Produto;Ação Merchandising;Investimento R$;Qtd Vendida SellOut;Faturamento R$;Houve Ruptura Auditoria;Share Nossa Marca;Share Concorrente A;Share Concorrente B
01/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;44;1320;0;0,33;0,23;0,44
01/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Nenhuma;0;0;0;1;0;0,5;0,5
01/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Display Checkout;300;40;880;0;0,38;0,35;0,27
01/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Faixa de Gôndola;150;99;2970;0;0,46;0,14;0,4
02/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Display Checkout;300;0;0;1;0;0,51;0,49
02/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;6;132;0;0,32;0,27;0,41
02/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;39;1170;0;0,33;0,34;0,33
02/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Nenhuma;0;23;575;0;0,41;0,16;0,43
02/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Ilha Principal;750;106;2332;0;0,49;0,17;0,34
02/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Display Checkout;300;29;870;0;0,53;0,22;0,25
02/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Ilha Principal;750;26;650;0;0,34;0,32;0,34
02/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Display Checkout;300;0;0;1;0;0,43;0,57
02/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Faixa de Gôndola;150;22;660;0;0,52;0,25;0,23
02/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Ilha Principal;750;84;2100;0;0,54;0,29;0,17
02/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Ponta de Gôndola;500;30;660;0;0,55;0,2;0,25
02/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Ponta de Gôndola;500;48;1440;0;0,34;0,42;0,24
02/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Faixa de Gôndola;150;41;1025;0;0,47;0,13;0,4
02/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Ponta de Gôndola;500;40;880;0;0,32;0,38;0,3
02/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Ilha Principal;750;116;3480;0;0,44;0,31;0,25
03/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Display Checkout;300;61;1525;0;0,46;0,19;0,35
03/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Display Checkout;300;90;1980;0;0,38;0,16;0,46
03/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,42;0,58
03/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Ilha Principal;750;55;1375;0;0,48;0,15;0,37
03/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;26;572;0;0,48;0,31;0,21
03/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;37;1110;0;0,33;0,35;0,32
03/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Display Checkout;300;42;1050;0;0,47;0,15;0,38
03/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Nenhuma;0;0;0;1;0;0,41;0,59
03/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Ponta de Gôndola;500;72;2160;0;0,43;0,19;0,38
03/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Ilha Principal;750;67;1675;0;0,46;0,36;0,18
03/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;0;0;1;0;0,56;0,44
03/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;37;1110;0;0,52;0,1;0,38
03/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Ilha Principal;750;60;1500;0;0,42;0,36;0,22
03/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Faixa de Gôndola;150;44;968;0;0,5;0,22;0,28
03/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Ponta de Gôndola;500;28;840;0;0,53;0,16;0,31
04/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;7;175;0;0,49;0,31;0,2
04/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Ponta de Gôndola;500;0;0;1;0;0,55;0,45
04/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Display Checkout;300;33;990;0;0,52;0,13;0,35
04/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Nenhuma;0;44;1100;0;0,37;0,12;0,51
04/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Faixa de Gôndola;150;28;616;0;0,45;0,18;0,37
04/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Display Checkout;300;82;2460;0;0,32;0,43;0,25
04/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;26;650;0;0,52;0,14;0,34
04/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Ponta de Gôndola;500;127;2794;0;0,37;0,25;0,38
04/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Display Checkout;300;99;2970;0;0,43;0,12;0,45
04/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Nenhuma;0;37;925;0;0,48;0,24;0,28
04/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Ponta de Gôndola;500;112;2464;0;0,52;0,23;0,25
04/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Faixa de Gôndola;150;90;2700;0;0,53;0,21;0,26
04/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Ponta de Gôndola;500;66;1650;0;0,41;0,29;0,3
04/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Nenhuma;0;33;726;0;0,46;0,29;0,25
04/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Ponta de Gôndola;500;90;2700;0;0,42;0,3;0,28
05/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;45;1125;0;0,43;0,29;0,28
05/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Ponta de Gôndola;500;31;682;0;0,31;0,33;0,36
05/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;46;1380;0;0,54;0,17;0,29
05/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Faixa de Gôndola;150;49;1225;0;0,41;0,25;0,34
05/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Faixa de Gôndola;150;63;1386;0;0,3;0,19;0,51
05/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Ponta de Gôndola;500;104;3120;0;0,42;0,23;0,35
05/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Ilha Principal;750;68;1700;0;0,53;0,19;0,28
05/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Ponta de Gôndola;500;102;2244;0;0,43;0,36;0,21
05/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Faixa de Gôndola;150;78;2340;0;0,48;0,36;0,16
05/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Ponta de Gôndola;500;15;375;0;0,4;0,33;0,27
05/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;49;1078;0;0,45;0,19;0,36
05/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;0;0;1;0;0,56;0,44
05/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Ponta de Gôndola;500;101;2525;0;0,48;0,32;0,2
05/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Ponta de Gôndola;500;32;704;0;0,33;0,24;0,43
05/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Faixa de Gôndola;150;33;990;0;0,45;0,26;0,29
06/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;19;475;0;0,49;0,21;0,3
06/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;15;330;0;0,45;0,24;0,31
06/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Ponta de Gôndola;500;53;1590;0;0,52;0,27;0,21
06/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Ponta de Gôndola;500;0;0;1;0;0,41;0,59
06/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Faixa de Gôndola;150;95;2090;0;0,47;0,24;0,29
06/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Faixa de Gôndola;150;93;2790;0;0,31;0,15;0,54
06/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Faixa de Gôndola;150;37;925;0;0,5;0,12;0,38
06/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Display Checkout;300;50;1100;0;0,47;0,17;0,36
06/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Display Checkout;300;74;2220;0;0,36;0,23;0,41
06/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Faixa de Gôndola;150;55;1375;0;0,41;0,2;0,39
06/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Faixa de Gôndola;150;71;1562;0;0,31;0,25;0,44
06/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Faixa de Gôndola;150;42;1260;0;0,41;0,14;0,45
06/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Nenhuma;0;24;600;0;0,38;0,27;0,35
06/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Display Checkout;300;125;2750;0;0,32;0,25;0,43
06/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Display Checkout;300;83;2490;0;0,43;0,35;0,22
07/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Faixa de Gôndola;150;45;1125;0;0,47;0,14;0,39
07/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Faixa de Gôndola;150;73;1606;0;0,43;0,14;0,43
07/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Ponta de Gôndola;500;121;3630;0;0,4;0,15;0,45
07/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Ponta de Gôndola;500;29;725;0;0,42;0,14;0,44
07/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;41;902;0;0,42;0,24;0,34
07/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;33;990;0;0,37;0,43;0,2
07/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Display Checkout;300;126;3150;0;0,49;0,35;0,16
07/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Faixa de Gôndola;150;123;2706;0;0,49;0,31;0,2
07/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Faixa de Gôndola;150;46;1380;0;0,48;0,15;0,37
07/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Faixa de Gôndola;150;35;875;0;0,54;0,22;0,24
07/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Display Checkout;300;38;836;0;0,55;0,13;0,32
07/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;21;630;0;0,48;0,18;0,34
07/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Display Checkout;300;33;825;0;0,35;0,24;0,41
07/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Ponta de Gôndola;500;50;1100;0;0,53;0,13;0,34
07/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Faixa de Gôndola;150;68;2040;0;0,43;0,36;0,21
08/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Ponta de Gôndola;500;106;2650;0;0,31;0,36;0,33
08/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Faixa de Gôndola;150;84;1848;0;0,34;0,27;0,39
08/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;36;1080;0;0,42;0,19;0,39
08/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Faixa de Gôndola;150;76;1900;0;0,49;0,2;0,31
08/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Faixa de Gôndola;150;128;2816;0;0,48;0,34;0,18
08/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Faixa de Gôndola;150;61;1830;0;0,49;0,25;0,26
08/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;13;325;0;0,31;0,1;0,59
08/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Nenhuma;0;12;264;0;0,32;0,43;0,25
08/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Faixa de Gôndola;150;124;3720;0;0,36;0,36;0,28
08/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Nenhuma;0;0;0;1;0;0,41;0,59
08/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;25;550;0;0,39;0,36;0,25
08/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Display Checkout;300;71;2130;0;0,5;0,35;0,15
08/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Ilha Principal;750;0;0;1;0;0,42;0,58
08/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Ponta de Gôndola;500;50;1100;0;0,51;0,28;0,21
08/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Ponta de Gôndola;500;19;570;0;0,51;0,3;0,19
09/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;44;1100;0;0,4;0,33;0,27
09/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Display Checkout;300;109;2398;0;0,32;0,23;0,45
09/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Ponta de Gôndola;500;59;1770;0;0,47;0,1;0,43
09/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Ponta de Gôndola;500;80;2000;0;0,32;0,29;0,39
09/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;6;132;0;0,32;0,25;0,43
09/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Display Checkout;300;53;1590;0;0,4;0,19;0,41
09/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Ilha Principal;750;107;2675;0;0,45;0,34;0,21
09/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Faixa de Gôndola;150;27;594;0;0,45;0,2;0,35
09/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Nenhuma;0;21;630;0;0,48;0,33;0,19
09/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Faixa de Gôndola;150;68;1700;0;0,32;0,36;0,32
09/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Ilha Principal;750;67;1474;0;0,5;0,24;0,26
09/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Faixa de Gôndola;150;101;3030;0;0,48;0,21;0,31
09/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Ilha Principal;750;0;0;1;0;0,56;0,44
09/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Nenhuma;0;19;418;0;0,33;0,17;0,5
09/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Nenhuma;0;26;780;0;0,48;0,12;0,4
10/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;9;225;0;0,54;0,12;0,34
10/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;0;0;1;0;0,43;0,57
10/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Faixa de Gôndola;150;82;2460;0;0,5;0,32;0,18
10/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Faixa de Gôndola;150;0;0;1;0;0,48;0,52
10/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;27;594;0;0,42;0,22;0,36
10/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;14;420;0;0,33;0,19;0,48
10/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;28;700;0;0,49;0,34;0,17
10/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Nenhuma;0;25;550;0;0,42;0,29;0,29
10/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Nenhuma;0;43;1290;0;0,43;0,23;0,34
10/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Faixa de Gôndola;150;92;2300;0;0,49;0,1;0,41
10/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;41;902;0;0,51;0,31;0,18
10/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Ilha Principal;750;89;2670;0;0,48;0,27;0,25
10/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Nenhuma;0;0;0;1;0;0,41;0,59
10/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Display Checkout;300;0;0;1;0;0,43;0,57
10/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,41;0,59
11/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;5;125;0;0,52;0,17;0,31
11/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Display Checkout;300;68;1496;0;0,43;0,18;0,39
11/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;41;1230;0;0,53;0,29;0,18
11/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Nenhuma;0;0;0;1;0;0,41;0,59
11/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;16;352;0;0,45;0,1;0,45
11/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Faixa de Gôndola;150;0;0;1;0;0,5;0,5
11/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;32;800;0;0,37;0,17;0,46
11/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Ponta de Gôndola;500;67;1474;0;0,32;0,24;0,44
11/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Display Checkout;300;21;630;0;0,3;0,21;0,49
11/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Nenhuma;0;16;400;0;0,3;0,22;0,48
11/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;0;0;1;0;0,57;0,43
11/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Ponta de Gôndola;500;0;0;1;0;0,56;0,44
11/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Nenhuma;0;26;650;0;0,34;0,43;0,23
11/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Nenhuma;0;0;0;1;0;0,52;0,48
11/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Faixa de Gôndola;150;58;1740;0;0,31;0,47;0,22
12/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;0;0;1;0;0,6;0,4
12/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Faixa de Gôndola;150;0;0;1;0;0,42;0,58
12/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Display Checkout;300;122;3660;0;0,45;0,36;0,19
12/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Nenhuma;0;23;575;0;0,34;0,39;0,27
12/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;32;704;0;0,46;0,33;0,21
12/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;35;1050;0;0,48;0,12;0,4
12/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Ponta de Gôndola;500;66;1650;0;0,36;0,12;0,52
12/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Faixa de Gôndola;150;112;2464;0;0,36;0,27;0,37
12/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Nenhuma;0;42;1260;0;0,53;0,27;0,2
12/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Faixa de Gôndola;150;109;2725;0;0,31;0,16;0,53
12/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Faixa de Gôndola;150;121;2662;0;0,47;0,14;0,39
12/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;35;1050;0;0,36;0,43;0,21
12/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Ilha Principal;750;0;0;1;0;0,6;0,4
12/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Nenhuma;0;0;0;1;0;0,51;0,49
12/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Display Checkout;300;33;990;0;0,34;0,18;0,48
13/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Ponta de Gôndola;500;122;3050;0;0,5;0,33;0,17
13/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;0;0;1;0;0,5;0,5
13/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,43;0,57
13/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Faixa de Gôndola;150;125;3125;0;0,36;0,26;0,38
13/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;0;0;1;0;0,55;0,45
13/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;41;1230;0;0,3;0,24;0,46
13/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;47;1175;0;0,31;0,41;0,28
13/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Ilha Principal;750;62;1364;0;0,32;0,26;0,42
13/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Ponta de Gôndola;500;27;810;0;0,3;0,45;0,25
13/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Ilha Principal;750;0;0;1;0;0,59;0,41
13/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Faixa de Gôndola;150;85;1870;0;0,39;0,23;0,38
13/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;0;0;1;0;0,59;0,41
13/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Faixa de Gôndola;150;32;800;0;0,55;0,18;0,27
13/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Faixa de Gôndola;150;79;1738;0;0,36;0,17;0,47
13/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Nenhuma;0;14;420;0;0,51;0,28;0,21
14/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Ilha Principal;750;0;0;1;0;0,43;0,57
14/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;8;176;0;0,45;0,22;0,33
14/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Faixa de Gôndola;150;40;1200;0;0,51;0,13;0,36
14/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Faixa de Gôndola;150;0;0;1;0;0,57;0,43
14/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Faixa de Gôndola;150;37;814;0;0,42;0,25;0,33
14/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Ilha Principal;750;55;1650;0;0,37;0,3;0,33
14/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Ponta de Gôndola;500;105;2625;0;0,32;0,45;0,23
14/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Faixa de Gôndola;150;38;836;0;0,51;0,11;0,38
14/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,47;0,53
14/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Nenhuma;0;27;675;0;0,31;0,21;0,48
14/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;45;990;0;0,3;0,26;0,44
14/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Faixa de Gôndola;150;24;720;0;0,35;0,17;0,48
14/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Ponta de Gôndola;500;65;1625;0;0,31;0,17;0,52
14/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Display Checkout;300;50;1100;0;0,49;0,32;0,19
14/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Faixa de Gôndola;150;76;2280;0;0,5;0,16;0,34
15/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Display Checkout;300;126;3150;0;0,53;0,28;0,19
15/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;0;0;1;0;0,48;0,52
15/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Faixa de Gôndola;150;73;2190;0;0,4;0,34;0,26
15/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Ponta de Gôndola;500;23;575;0;0,37;0,31;0,32
15/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Faixa de Gôndola;150;62;1364;0;0,37;0,34;0,29
15/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;5;150;0;0,48;0,15;0,37
15/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;6;150;0;0,47;0,29;0,24
15/02/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Faixa de Gôndola;150;0;0;1;0;0,54;0,46
15/02/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,45;0,55
15/02/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Nenhuma;0;17;425;0;0,35;0,34;0,31
15/02/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Ilha Principal;750;63;1386;0;0,48;0,25;0,27
15/02/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;7;210;0;0,42;0,26;0,32
15/02/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Display Checkout;300;0;0;1;0;0,4;0,6
15/02/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Nenhuma;0;18;396;0;0,48;0,36;0,16
15/02/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Faixa de Gôndola;150;73;2190;0;0,43;0,31;0,26
16/02/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Faixa de Gôndola;150;79;1975;0;0,38;0,26;0,36
16/02/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Ponta de Gôndola;500;0;0;1;0;0,54;0,46
16/02/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;47;1410;0;0,52;0,14;0,34
16/02/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Display Checkout;300;36;900;0;0,47;0,32;0,21
16/02/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Display Checkout;300;81;1782;0;0,51;0,34;0,15
16/02/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;12;360;0;0,31;0,31;0,38
16/02/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Display Checkout;300;41;1025;0;0,4;0,4;0,2
